click_id,sku,query_id,position,clicked,converted,price_rwf
CLK-002563,RW-HOM-0188,Q-0060,8,1,0,39427
CLK-002564,RW-HOM-0272,Q-0082,3,1,0,27172
CLK-002565,GN-BAS-0449,Q-0086,5,1,0,4443
CLK-002566,RW-LEA-0390,Q-0082,1,0,0,17606
CLK-002567,RW-LEA-0182,Q-0053,5,1,0,22103
CLK-002568,GN-LEA-0402,Q-0003,1,0,0,10720
CLK-002569,GN-BAS-0446,Q-0094,9,0,0,7070
CLK-002570,RW-BAS-0283,Q-0002,3,1,0,4256
CLK-002571,GN-APP-0453,Q-0099,3,1,0,12688
CLK-002572,GN-LEA-0429,Q-0073,1,0,0,20560
CLK-002573,GN-LEA-0429,Q-0113,5,1,0,20560
CLK-002574,RW-BAS-0297,Q-0053,1,1,1,13216
CLK-002575,RW-HOM-0351,Q-0097,15,0,0,38541
CLK-002576,GN-APP-0487,Q-0071,1,0,0,6622
CLK-002577,RW-APP-0248,Q-0081,5,0,0,30967
CLK-002578,RW-BAS-0379,Q-0003,1,1,0,22372
CLK-002579,RW-HOM-0304,Q-0116,3,0,0,16694
CLK-002580,RW-HOM-0172,Q-0088,1,0,0,25145
CLK-002581,RW-BAS-0289,Q-0032,2,1,0,9663
CLK-002582,RW-HOM-0304,Q-0095,5,1,0,16694
CLK-002583,GN-HOM-0412,Q-0076,4,1,0,5127
CLK-002584,RW-APP-0264,Q-0120,2,1,1,23502
CLK-002585,GN-BAS-0474,Q-0051,4,1,1,6926
CLK-002586,RW-JEW-0152,Q-0075,4,0,1,35944
CLK-002587,GN-HOM-0460,Q-0011,1,0,0,6869
CLK-002588,RW-BAS-0345,Q-0108,9,0,0,23481
CLK-002589,RW-HOM-0281,Q-0094,1,0,0,38042
CLK-002590,RW-HOM-0383,Q-0076,17,0,0,29025
CLK-002591,RW-HOM-0374,Q-0031,6,1,0,32420
CLK-002592,RW-LEA-0159,Q-0057,1,0,0,56085
CLK-002593,RW-JEW-0007,Q-0093,8,1,0,25055
CLK-002594,RW-HOM-0246,Q-0059,4,0,1,26646
CLK-002595,RW-BAS-0090,Q-0117,1,1,0,11085
CLK-002596,GN-BAS-0406,Q-0032,2,0,0,7802
CLK-002597,RW-LEA-0142,Q-0120,3,0,0,50694
CLK-002598,RW-BAS-0143,Q-0115,1,1,1,24158
CLK-002599,RW-JEW-0162,Q-0042,2,1,0,35159
CLK-002600,RW-JEW-0091,Q-0044,1,0,0,13231
CLK-002601,GN-BAS-0424,Q-0094,2,1,0,5150
CLK-002602,RW-APP-0178,Q-0003,2,1,0,19690
CLK-002603,RW-JEW-0111,Q-0020,1,1,0,43085
CLK-002604,RW-LEA-0350,Q-0008,3,1,1,57008
CLK-002605,RW-JEW-0144,Q-0109,15,0,0,46447
CLK-002606,RW-BAS-0155,Q-0108,2,1,0,24076
CLK-002607,RW-APP-0056,Q-0014,3,1,0,9598
CLK-002608,GN-LEA-0413,Q-0042,2,0,0,7968
CLK-002609,RW-HOM-0085,Q-0083,5,1,1,16115
CLK-002610,RW-LEA-0261,Q-0112,2,0,0,65223
CLK-002611,RW-LEA-0339,Q-0030,8,1,0,17855
CLK-002612,RW-LEA-0076,Q-0067,4,1,0,74863
CLK-002613,RW-APP-0108,Q-0112,1,1,1,33083
CLK-002614,RW-HOM-0103,Q-0048,1,1,1,15956
CLK-002615,RW-HOM-0225,Q-0041,1,1,0,34897
CLK-002616,GN-BAS-0420,Q-0021,2,1,1,6053
CLK-002617,RW-BAS-0232,Q-0069,12,1,0,3088
CLK-002618,RW-APP-0329,Q-0099,6,1,0,13022
CLK-002619,RW-LEA-0028,Q-0032,1,1,0,38517
CLK-002620,RW-HOM-0204,Q-0062,2,1,0,37956
CLK-002621,RW-LEA-0072,Q-0074,5,0,0,57375
CLK-002622,RW-HOM-0304,Q-0008,9,1,0,16694
CLK-002623,RW-BAS-0191,Q-0097,9,0,0,14738
CLK-002624,RW-BAS-0038,Q-0009,2,1,0,23352
CLK-002625,RW-BAS-0166,Q-0105,10,1,0,10492
CLK-002626,RW-BAS-0249,Q-0045,13,1,0,12482
CLK-002627,RW-BAS-0297,Q-0025,2,1,0,13216
CLK-002628,RW-LEA-0256,Q-0071,4,1,0,63977
CLK-002629,RW-APP-0237,Q-0116,6,1,0,30421
CLK-002630,RW-APP-0298,Q-0109,2,1,0,25024
CLK-002631,RW-APP-0347,Q-0029,1,1,0,9732
CLK-002632,RW-APP-0311,Q-0020,2,1,0,11995
CLK-002633,RW-LEA-0022,Q-0077,1,1,1,33289
CLK-002634,GN-BAS-0422,Q-0066,1,1,1,4557
CLK-002635,GN-HOM-0439,Q-0095,3,1,0,6805
CLK-002636,GN-APP-0453,Q-0060,2,0,0,12688
CLK-002637,RW-LEA-0257,Q-0087,2,1,0,78416
CLK-002638,RW-APP-0305,Q-0041,1,1,0,20584
CLK-002639,RW-BAS-0361,Q-0055,3,0,0,4371
CLK-002640,RW-HOM-0277,Q-0120,6,0,0,21158
CLK-002641,RW-JEW-0268,Q-0036,1,0,0,47369
CLK-002642,RW-LEA-0399,Q-0024,6,0,0,75901
CLK-002643,RW-HOM-0225,Q-0114,4,1,0,34897
CLK-002644,RW-JEW-0303,Q-0012,6,1,1,29568
CLK-002645,RW-BAS-0260,Q-0098,4,1,0,8553
CLK-002646,RW-HOM-0103,Q-0100,2,1,1,15956
CLK-002647,RW-JEW-0367,Q-0105,2,0,0,41030
CLK-002648,RW-BAS-0042,Q-0094,1,1,0,8873
CLK-002649,RW-BAS-0199,Q-0106,10,1,0,9732
CLK-002650,RW-BAS-0141,Q-0018,3,0,0,15917
CLK-002651,RW-BAS-0291,Q-0118,1,1,0,24696
CLK-002652,RW-HOM-0098,Q-0100,3,1,0,43437
CLK-002653,RW-BAS-0171,Q-0074,2,1,0,14568
CLK-002654,RW-JEW-0002,Q-0003,2,0,0,48903
CLK-002655,RW-LEA-0356,Q-0005,2,1,1,38229
CLK-002656,RW-HOM-0010,Q-0087,5,1,1,21077
CLK-002657,RW-HOM-0241,Q-0063,1,1,1,20620
CLK-002658,RW-JEW-0268,Q-0031,5,1,0,47369
CLK-002659,RW-JEW-0015,Q-0087,4,1,0,41220
CLK-002660,RW-APP-0292,Q-0004,9,1,0,31774
CLK-002661,RW-LEA-0055,Q-0060,7,1,0,76602
CLK-002662,RW-LEA-0022,Q-0038,1,1,0,33289
CLK-002663,GN-JEW-0421,Q-0078,3,1,0,12688
CLK-002664,RW-HOM-0334,Q-0112,9,0,0,27479
CLK-002665,RW-APP-0193,Q-0026,7,1,0,27040
CLK-002666,RW-LEA-0285,Q-0030,1,1,0,33668
CLK-002667,RW-APP-0112,Q-0005,1,1,0,24112
CLK-002668,RW-HOM-0364,Q-0018,2,1,0,22105
CLK-002669,RW-BAS-0199,Q-0090,5,1,0,9732
CLK-002670,RW-JEW-0299,Q-0032,1,1,1,44930
CLK-002671,RW-HOM-0358,Q-0089,1,0,0,11081
CLK-002672,RW-LEA-0004,Q-0113,4,1,1,56851
CLK-002673,RW-LEA-0073,Q-0018,4,0,0,32464
CLK-002674,RW-APP-0136,Q-0113,6,0,0,13342
CLK-002675,RW-BAS-0042,Q-0072,1,1,0,8873
CLK-002676,RW-LEA-0012,Q-0035,1,0,1,43414
CLK-002677,RW-LEA-0331,Q-0047,10,1,0,29735
CLK-002678,RW-LEA-0331,Q-0013,1,1,0,29735
CLK-002679,RW-HOM-0061,Q-0032,1,1,0,22847
CLK-002680,RW-LEA-0089,Q-0022,6,0,0,43185
CLK-002681,RW-BAS-0309,Q-0083,9,1,0,20801
CLK-002682,RW-BAS-0023,Q-0092,1,1,0,14110
CLK-002683,RW-JEW-0306,Q-0040,1,1,0,23002
CLK-002684,GN-LEA-0435,Q-0015,2,1,0,11561
CLK-002685,RW-LEA-0064,Q-0030,7,0,1,58086
CLK-002686,RW-LEA-0338,Q-0085,1,1,0,22729
CLK-002687,RW-HOM-0118,Q-0055,3,1,0,31704
CLK-002688,RW-APP-0259,Q-0108,2,1,0,12342
CLK-002689,GN-JEW-0410,Q-0081,3,1,0,4047
CLK-002690,GN-LEA-0418,Q-0037,4,1,0,15809
CLK-002691,RW-JEW-0109,Q-0004,1,1,1,12919
CLK-002692,RW-LEA-0273,Q-0055,1,1,0,17375
CLK-002693,RW-APP-0311,Q-0120,1,0,0,11995
CLK-002694,RW-HOM-0100,Q-0041,5,0,1,29422
CLK-002695,GN-JEW-0440,Q-0093,7,1,0,12595
CLK-002696,RW-APP-0037,Q-0063,7,1,0,25331
CLK-002697,RW-HOM-0362,Q-0035,3,1,0,37635
CLK-002698,RW-BAS-0101,Q-0083,6,0,0,5845
CLK-002699,RW-BAS-0223,Q-0003,1,0,0,24894
CLK-002700,RW-BAS-0344,Q-0049,8,0,0,21228
CLK-002701,RW-JEW-0370,Q-0082,1,1,1,19432
CLK-002702,RW-JEW-0132,Q-0086,3,1,0,30758
CLK-002703,GN-JEW-0461,Q-0112,5,1,0,9907
CLK-002704,RW-APP-0394,Q-0097,1,1,0,31142
CLK-002705,RW-HOM-0068,Q-0087,2,0,0,24760
CLK-002706,RW-BAS-0191,Q-0067,4,1,0,14738
CLK-002707,RW-HOM-0071,Q-0031,3,1,0,18014
CLK-002708,GN-JEW-0437,Q-0047,1,1,0,12428
CLK-002709,RW-APP-0083,Q-0111,10,1,0,31806
CLK-002710,RW-HOM-0267,Q-0055,17,1,1,11217
CLK-002711,RW-HOM-0307,Q-0099,4,0,0,13705
CLK-002712,GN-APP-0494,Q-0113,9,1,1,13246
CLK-002713,RW-HOM-0307,Q-0067,1,1,0,13705
CLK-002714,GN-BAS-0474,Q-0023,5,0,0,6926
CLK-002715,RW-JEW-0284,Q-0114,4,1,0,40713
CLK-002716,RW-BAS-0127,Q-0107,3,1,0,4166
CLK-002717,RW-LEA-0216,Q-0034,3,0,0,59411
CLK-002718,GN-HOM-0454,Q-0070,4,0,0,8013
CLK-002719,RW-JEW-0360,Q-0017,3,0,0,28672
CLK-002720,RW-LEA-0219,Q-0120,2,1,0,20838
CLK-002721,RW-HOM-0391,Q-0086,2,0,1,23998
CLK-002722,RW-BAS-0020,Q-0100,1,1,0,3677
CLK-002723,RW-LEA-0082,Q-0110,3,0,1,42057
CLK-002724,RW-JEW-0111,Q-0117,4,0,1,43085
CLK-002725,RW-LEA-0294,Q-0078,1,1,0,38811
CLK-002726,RW-LEA-0287,Q-0103,5,0,1,43213
CLK-002727,RW-HOM-0118,Q-0069,3,1,0,31704
CLK-002728,GN-JEW-0425,Q-0083,4,1,1,9772
CLK-002729,GN-JEW-0401,Q-0093,1,1,0,4237
CLK-002730,GN-HOM-0481,Q-0100,3,1,0,4451
CLK-002731,RW-BAS-0215,Q-0032,5,1,1,8038
CLK-002732,RW-BAS-0198,Q-0063,2,1,1,22733
CLK-002733,RW-JEW-0239,Q-0116,2,1,0,39339
CLK-002734,GN-HOM-0456,Q-0074,5,1,0,10507
CLK-002735,RW-BAS-0066,Q-0045,1,0,0,5329
CLK-002736,RW-LEA-0115,Q-0105,3,1,0,48511
CLK-002737,RW-LEA-0080,Q-0026,2,1,0,71875
CLK-002738,RW-JEW-0024,Q-0050,2,0,0,41630
CLK-002739,RW-JEW-0183,Q-0027,2,1,0,5365
CLK-002740,RW-JEW-0144,Q-0051,1,1,0,46447
CLK-002741,RW-HOM-0061,Q-0105,3,1,0,22847
CLK-002742,GN-LEA-0432,Q-0010,5,0,0,7623
CLK-002743,RW-HOM-0098,Q-0079,1,0,0,43437
CLK-002744,RW-APP-0056,Q-0038,4,1,0,9598
CLK-002745,RW-APP-0335,Q-0067,2,1,0,21367
CLK-002746,RW-JEW-0240,Q-0006,7,0,0,23867
CLK-002747,RW-APP-0264,Q-0019,1,1,0,23502
CLK-002748,GN-APP-0444,Q-0081,3,1,0,5938
CLK-002749,RW-BAS-0081,Q-0096,1,1,0,22560
CLK-002750,RW-BAS-0048,Q-0047,2,0,0,21255
CLK-002751,RW-JEW-0144,Q-0079,4,0,0,46447
CLK-002752,RW-HOM-0021,Q-0054,6,1,0,44721
CLK-002753,RW-APP-0161,Q-0082,1,1,0,30217
CLK-002754,RW-APP-0077,Q-0043,2,0,0,18669
CLK-002755,GN-BAS-0471,Q-0029,2,0,1,2345
CLK-002756,RW-HOM-0177,Q-0094,2,1,1,7179
CLK-002757,RW-LEA-0182,Q-0058,1,1,0,22103
CLK-002758,RW-HOM-0177,Q-0087,1,0,0,7179
CLK-002759,RW-BAS-0258,Q-0015,1,0,0,8707
CLK-002760,RW-APP-0325,Q-0017,1,0,0,13909
CLK-002761,GN-JEW-0410,Q-0025,1,1,1,4047
CLK-002762,RW-BAS-0265,Q-0023,2,0,0,12995
CLK-002763,RW-JEW-0152,Q-0031,5,1,0,35944
CLK-002764,GN-JEW-0415,Q-0002,3,1,0,13219
CLK-002765,RW-JEW-0333,Q-0009,3,1,1,6185
CLK-002766,GN-JEW-0448,Q-0070,4,1,0,3055
CLK-002767,RW-BAS-0105,Q-0111,3,0,0,23275
CLK-002768,RW-BAS-0242,Q-0075,2,0,0,22572
CLK-002769,RW-APP-0112,Q-0113,2,0,0,24112
CLK-002770,RW-APP-0006,Q-0049,1,1,0,23949
CLK-002771,RW-JEW-0152,Q-0078,2,0,0,35944
CLK-002772,RW-HOM-0246,Q-0020,1,1,0,26646
CLK-002773,GN-BAS-0426,Q-0081,2,0,0,4328
CLK-002774,RW-JEW-0003,Q-0062,3,1,0,42788
CLK-002775,RW-BAS-0126,Q-0074,2,1,0,16860
CLK-002776,RW-HOM-0157,Q-0019,1,1,0,38747
CLK-002777,RW-BAS-0233,Q-0063,4,1,0,11539
CLK-002778,GN-LEA-0418,Q-0010,2,0,0,15809
CLK-002779,RW-APP-0053,Q-0036,2,1,0,5663
CLK-002780,RW-HOM-0124,Q-0008,8,1,0,33528
CLK-002781,RW-JEW-0093,Q-0072,1,1,0,48222
CLK-002782,RW-APP-0325,Q-0017,5,0,0,13909
CLK-002783,RW-HOM-0176,Q-0078,6,1,0,17952
CLK-002784,GN-BAS-0428,Q-0059,2,1,0,6993
CLK-002785,RW-LEA-0045,Q-0094,1,0,0,22726
CLK-002786,RW-BAS-0400,Q-0007,1,1,0,15483
CLK-002787,RW-LEA-0028,Q-0033,5,1,0,38517
CLK-002788,RW-JEW-0030,Q-0035,1,0,0,48612
CLK-002789,RW-LEA-0323,Q-0083,1,0,0,15081
CLK-002790,RW-APP-0392,Q-0039,1,0,0,7904
CLK-002791,RW-APP-0392,Q-0017,1,1,0,7904
CLK-002792,RW-HOM-0378,Q-0012,2,1,0,24698
CLK-002793,RW-LEA-0348,Q-0104,2,1,1,35458
CLK-002794,GN-JEW-0457,Q-0053,3,1,0,4933
CLK-002795,GN-BAS-0426,Q-0020,6,1,1,4328
CLK-002796,GN-JEW-0496,Q-0088,5,1,0,13265
CLK-002797,RW-JEW-0119,Q-0061,4,1,1,16066
CLK-002798,RW-HOM-0085,Q-0094,3,0,1,16115
CLK-002799,RW-JEW-0288,Q-0002,2,1,0,46483
CLK-002800,GN-JEW-0476,Q-0068,1,0,0,13926
CLK-002801,RW-JEW-0070,Q-0042,1,1,0,28884
CLK-002802,RW-LEA-0323,Q-0043,1,1,1,15081
CLK-002803,RW-APP-0329,Q-0018,3,1,0,13022
CLK-002804,RW-HOM-0201,Q-0100,2,1,1,13740
CLK-002805,RW-APP-0318,Q-0050,3,0,0,17684
CLK-002806,RW-APP-0060,Q-0030,3,1,0,8654
CLK-002807,RW-LEA-0238,Q-0074,1,1,0,50980
CLK-002808,RW-APP-0136,Q-0084,5,1,0,13342
CLK-002809,RW-LEA-0285,Q-0052,6,0,0,33668
CLK-002810,GN-JEW-0401,Q-0005,2,1,0,4237
CLK-002811,GN-BAS-0422,Q-0063,5,0,0,4557
CLK-002812,GN-JEW-0437,Q-0100,2,1,0,12428
CLK-002813,RW-LEA-0236,Q-0076,8,0,1,69355
CLK-002814,RW-JEW-0231,Q-0076,1,0,0,7710
CLK-002815,GN-LEA-0408,Q-0016,7,0,0,6795
CLK-002816,RW-HOM-0061,Q-0108,2,1,0,22847
CLK-002817,RW-LEA-0164,Q-0078,2,1,0,46367
CLK-002818,RW-LEA-0164,Q-0041,2,0,0,46367
CLK-002819,RW-LEA-0340,Q-0021,1,1,0,23918
CLK-002820,RW-BAS-0381,Q-0085,3,1,0,7726
CLK-002821,GN-LEA-0455,Q-0101,2,0,1,19934
CLK-002822,GN-JEW-0479,Q-0095,1,0,0,4067
CLK-002823,GN-APP-0469,Q-0074,1,1,0,3130
CLK-002824,RW-LEA-0159,Q-0062,4,0,0,56085
CLK-002825,RW-LEA-0028,Q-0099,7,1,0,38517
CLK-002826,RW-LEA-0321,Q-0093,5,1,1,61206
CLK-002827,GN-APP-0494,Q-0087,1,1,0,13246
CLK-002828,GN-HOM-0404,Q-0010,4,1,0,10579
CLK-002829,RW-HOM-0130,Q-0009,9,0,0,13578
CLK-002830,RW-LEA-0245,Q-0087,4,1,0,72199
CLK-002831,RW-JEW-0239,Q-0041,2,1,1,39339
CLK-002832,RW-BAS-0166,Q-0039,2,0,0,10492
CLK-002833,RW-APP-0206,Q-0034,1,1,0,33660
CLK-002834,RW-BAS-0215,Q-0083,7,1,1,8038
CLK-002835,RW-LEA-0390,Q-0045,1,1,0,17606
CLK-002836,GN-LEA-0413,Q-0027,1,1,0,7968
CLK-002837,RW-BAS-0051,Q-0060,3,1,0,24326
CLK-002838,RW-APP-0341,Q-0105,4,1,0,10509
CLK-002839,RW-JEW-0097,Q-0098,3,1,0,31135
CLK-002840,GN-HOM-0404,Q-0005,1,0,0,10579
CLK-002841,RW-BAS-0379,Q-0019,2,1,1,22372
CLK-002842,RW-LEA-0278,Q-0075,1,0,0,16953
CLK-002843,RW-BAS-0353,Q-0034,3,1,1,3593
CLK-002844,RW-LEA-0238,Q-0028,8,0,0,50980
CLK-002845,RW-BAS-0389,Q-0004,1,1,0,16786
CLK-002846,GN-LEA-0491,Q-0002,3,1,0,9707
CLK-002847,GN-LEA-0499,Q-0057,2,1,0,7158
CLK-002848,RW-BAS-0151,Q-0059,1,1,0,4685
CLK-002849,GN-BAS-0414,Q-0033,1,0,0,4760
CLK-002850,RW-BAS-0249,Q-0119,3,0,0,12482
CLK-002851,RW-BAS-0048,Q-0049,1,1,0,21255
CLK-002852,RW-APP-0259,Q-0108,3,0,0,12342
CLK-002853,GN-HOM-0456,Q-0093,2,1,0,10507
CLK-002854,RW-BAS-0105,Q-0008,4,0,0,23275
CLK-002855,RW-BAS-0260,Q-0060,2,1,1,8553
CLK-002856,GN-JEW-0457,Q-0102,1,1,1,4933
CLK-002857,RW-LEA-0321,Q-0044,4,1,0,61206
CLK-002858,RW-JEW-0200,Q-0034,5,0,1,34404
CLK-002859,RW-BAS-0218,Q-0070,1,1,0,6309
CLK-002860,RW-APP-0354,Q-0025,16,1,0,17682
CLK-002861,RW-HOM-0149,Q-0102,4,1,0,33834
CLK-002862,RW-HOM-0202,Q-0019,1,1,0,28336
CLK-002863,RW-BAS-0081,Q-0054,6,1,1,22560
CLK-002864,RW-APP-0354,Q-0039,6,1,0,17682
CLK-002865,RW-HOM-0342,Q-0041,2,1,0,14307
CLK-002866,RW-JEW-0132,Q-0060,1,1,0,30758
CLK-002867,GN-HOM-0468,Q-0104,3,1,0,6630
CLK-002868,GN-HOM-0493,Q-0014,1,1,0,8448
CLK-002869,RW-LEA-0160,Q-0109,3,1,0,53118
CLK-002870,GN-HOM-0472,Q-0046,1,1,0,5394
CLK-002871,RW-BAS-0081,Q-0102,1,0,1,22560
CLK-002872,RW-HOM-0319,Q-0023,1,1,0,31041
CLK-002873,RW-LEA-0399,Q-0012,1,0,0,75901
CLK-002874,RW-APP-0108,Q-0028,1,1,0,33083
CLK-002875,GN-HOM-0454,Q-0041,1,0,0,8013
CLK-002876,GN-JEW-0448,Q-0095,2,1,0,3055
CLK-002877,RW-HOM-0014,Q-0099,2,0,1,17956
CLK-002878,RW-APP-0078,Q-0039,1,1,0,10239
CLK-002879,RW-JEW-0106,Q-0028,1,1,0,45426
CLK-002880,RW-BAS-0081,Q-0093,10,1,1,22560
CLK-002881,RW-JEW-0189,Q-0088,1,1,0,10154
CLK-002882,RW-HOM-0069,Q-0071,2,1,0,17941
CLK-002883,RW-BAS-0171,Q-0041,7,1,0,14568
CLK-002884,GN-LEA-0475,Q-0068,3,0,0,20732
CLK-002885,GN-HOM-0443,Q-0041,5,0,1,4651
CLK-002886,GN-HOM-0445,Q-0093,4,1,0,3531
CLK-002887,RW-HOM-0085,Q-0087,2,1,1,16115
CLK-002888,RW-JEW-0163,Q-0055,2,1,0,38465
CLK-002889,RW-HOM-0062,Q-0057,5,0,0,35081
CLK-002890,RW-BAS-0191,Q-0036,4,1,0,14738
CLK-002891,GN-APP-0469,Q-0049,5,1,1,3130
CLK-002892,RW-HOM-0062,Q-0102,16,0,0,35081
CLK-002893,RW-JEW-0153,Q-0072,3,0,0,20013
CLK-002894,RW-JEW-0091,Q-0024,1,1,1,13231
CLK-002895,GN-HOM-0495,Q-0088,3,1,1,10805
CLK-002896,GN-JEW-0500,Q-0047,2,0,0,8189
CLK-002897,RW-HOM-0021,Q-0015,2,1,0,44721
CLK-002898,RW-HOM-0176,Q-0056,3,1,0,17952
CLK-002899,GN-APP-0494,Q-0012,3,1,1,13246
CLK-002900,GN-BAS-0409,Q-0038,14,1,1,2355
CLK-002901,RW-LEA-0025,Q-0012,9,1,0,65150
CLK-002902,RW-HOM-0209,Q-0006,1,1,0,37025
CLK-002903,RW-LEA-0238,Q-0085,1,1,0,50980
CLK-002904,RW-LEA-0142,Q-0116,1,1,1,50694
CLK-002905,RW-LEA-0004,Q-0099,6,1,0,56851
CLK-002906,RW-LEA-0035,Q-0070,3,1,0,21155
CLK-002907,GN-LEA-0418,Q-0050,6,0,0,15809
CLK-002908,RW-APP-0300,Q-0038,3,1,0,30818
CLK-002909,RW-HOM-0363,Q-0075,3,1,0,27171
CLK-002910,RW-BAS-0186,Q-0116,2,0,0,3651
CLK-002911,RW-BAS-0365,Q-0052,3,0,0,7770
CLK-002912,RW-APP-0083,Q-0113,1,1,0,31806
CLK-002913,RW-APP-0335,Q-0002,1,1,0,21367
CLK-002914,RW-HOM-0222,Q-0041,4,0,0,39428
CLK-002915,GN-HOM-0443,Q-0001,4,1,1,4651
CLK-002916,RW-HOM-0383,Q-0006,3,1,0,29025
CLK-002917,RW-BAS-0214,Q-0077,1,1,0,12489
CLK-002918,RW-BAS-0042,Q-0093,1,1,0,8873
CLK-002919,GN-HOM-0481,Q-0079,1,1,0,4451
CLK-002920,RW-HOM-0172,Q-0059,1,0,0,25145
CLK-002921,RW-HOM-0246,Q-0092,4,1,0,26646
CLK-002922,RW-APP-0276,Q-0081,12,1,0,33567
CLK-002923,RW-LEA-0356,Q-0024,6,1,0,38229
CLK-002924,GN-HOM-0443,Q-0112,1,0,0,4651
CLK-002925,GN-LEA-0482,Q-0055,5,1,0,9766
CLK-002926,RW-BAS-0199,Q-0079,6,0,0,9732
CLK-002927,RW-HOM-0334,Q-0022,1,0,0,27479
CLK-002928,GN-HOM-0472,Q-0026,6,1,0,5394
CLK-002929,RW-JEW-0303,Q-0104,4,1,0,29568
CLK-002930,RW-LEA-0387,Q-0002,3,1,0,60896
CLK-002931,RW-HOM-0262,Q-0058,2,1,0,43213
CLK-002932,RW-APP-0185,Q-0007,1,0,0,18312
CLK-002933,RW-JEW-0360,Q-0108,2,1,0,28672
CLK-002934,RW-HOM-0202,Q-0066,5,1,1,28336
CLK-002935,GN-LEA-0491,Q-0120,1,1,0,9707
CLK-002936,RW-HOM-0363,Q-0070,1,1,0,27171
CLK-002937,GN-LEA-0432,Q-0027,1,1,0,7623
CLK-002938,RW-HOM-0202,Q-0001,5,1,0,28336
CLK-002939,RW-JEW-0091,Q-0005,1,1,0,13231
CLK-002940,GN-JEW-0405,Q-0100,3,1,0,5902
CLK-002941,GN-APP-0444,Q-0048,10,0,0,5938
CLK-002942,RW-HOM-0062,Q-0002,3,0,0,35081
CLK-002943,RW-LEA-0273,Q-0096,1,0,0,17375
CLK-002944,RW-HOM-0351,Q-0031,5,1,0,38541
CLK-002945,RW-HOM-0351,Q-0051,4,0,0,38541
CLK-002946,RW-LEA-0230,Q-0086,9,1,0,53598
CLK-002947,RW-APP-0001,Q-0073,8,1,1,17990
CLK-002948,RW-HOM-0100,Q-0033,3,1,0,29422
CLK-002949,RW-BAS-0314,Q-0081,10,1,0,20953
CLK-002950,GN-APP-0494,Q-0084,6,1,0,13246
CLK-002951,GN-JEW-0497,Q-0042,3,1,0,9119
CLK-002952,RW-HOM-0040,Q-0101,12,1,0,36743
CLK-002953,RW-LEA-0238,Q-0077,9,1,1,50980
CLK-002954,GN-LEA-0435,Q-0120,3,1,0,11561
CLK-002955,RW-APP-0322,Q-0055,1,0,0,21565
CLK-002956,RW-JEW-0189,Q-0076,2,1,0,10154
CLK-002957,RW-LEA-0254,Q-0053,7,1,0,23522
CLK-002958,RW-HOM-0222,Q-0120,9,1,0,39428
CLK-002959,RW-BAS-0050,Q-0016,4,0,0,23592
CLK-002960,RW-JEW-0200,Q-0022,4,0,0,34404
CLK-002961,RW-LEA-0205,Q-0014,3,0,0,26127
CLK-002962,RW-HOM-0100,Q-0040,8,0,1,29422
CLK-002963,RW-LEA-0025,Q-0039,1,0,0,65150
CLK-002964,GN-LEA-0491,Q-0057,2,1,0,9707
CLK-002965,RW-JEW-0106,Q-0029,2,0,0,45426
CLK-002966,RW-HOM-0277,Q-0037,1,0,1,21158
CLK-002967,GN-JEW-0457,Q-0081,6,0,1,4933
CLK-002968,RW-HOM-0334,Q-0044,1,1,0,27479
CLK-002969,GN-HOM-0460,Q-0049,5,1,0,6869
CLK-002970,RW-HOM-0308,Q-0043,1,1,0,27692
CLK-002971,RW-HOM-0207,Q-0031,1,1,0,42644
CLK-002972,RW-HOM-0040,Q-0055,4,0,1,36743
CLK-002973,RW-BAS-0283,Q-0008,2,0,1,4256
CLK-002974,RW-BAS-0023,Q-0110,2,0,0,14110
CLK-002975,RW-HOM-0175,Q-0054,1,0,0,43537
CLK-002976,RW-JEW-0268,Q-0074,1,1,0,47369
CLK-002977,GN-APP-0487,Q-0062,3,1,0,6622
CLK-002978,RW-HOM-0069,Q-0019,3,1,0,17941
CLK-002979,RW-LEA-0148,Q-0064,5,1,0,35403
CLK-002980,RW-BAS-0344,Q-0097,5,0,0,21228
CLK-002981,RW-BAS-0043,Q-0085,5,1,0,9260
CLK-002982,RW-BAS-0291,Q-0085,4,0,0,24696
CLK-002983,RW-HOM-0100,Q-0053,4,1,0,29422
CLK-002984,RW-APP-0384,Q-0110,3,1,0,19452
CLK-002985,RW-BAS-0023,Q-0089,6,1,0,14110
CLK-002986,RW-HOM-0103,Q-0053,1,1,0,15956
CLK-002987,GN-LEA-0477,Q-0078,5,0,0,15460
CLK-002988,GN-BAS-0417,Q-0006,4,1,0,5346
CLK-002989,RW-JEW-0137,Q-0119,1,1,1,23035
CLK-002990,RW-BAS-0135,Q-0106,5,1,1,23101
CLK-002991,RW-HOM-0084,Q-0093,5,0,0,42143
CLK-002992,RW-APP-0355,Q-0074,1,0,0,10408
CLK-002993,RW-JEW-0131,Q-0048,5,1,0,31638
CLK-002994,RW-APP-0329,Q-0014,8,1,0,13022
CLK-002995,GN-APP-0487,Q-0051,3,1,0,6622
CLK-002996,GN-JEW-0492,Q-0078,2,0,0,2317
CLK-002997,RW-JEW-0002,Q-0003,4,1,0,48903
CLK-002998,RW-JEW-0145,Q-0021,9,1,0,16066
CLK-002999,RW-LEA-0164,Q-0087,1,1,0,46367
CLK-003000,RW-LEA-0269,Q-0086,1,1,1,40018
