sku,title,description,category,material,origin_district,price_rwf,artisan_id,is_local
RW-HOM-0342,premium stone table mat,"Unique premium stone home decor item, handmade in Gisenyi with stone.",home-decor,stone,Gisenyi,14307,ART-532,True
RW-BAS-0343,handmade bamboo gift basket,Beautiful handmade bamboo basket handwoven by skilled artisans in Rubavu using bamboo.,basketry,bamboo,Rubavu,8542,ART-287,True
RW-BAS-0344,artisan banana-fibre woven bowl,Beautiful artisan banana-fibre basket handwoven by skilled artisans in Rusizi using banana-fibre.,basketry,banana-fibre,Rusizi,21228,ART-385,True
RW-BAS-0345,premium banana-fibre gift basket,Beautiful premium banana-fibre basket handwoven by skilled artisans in Gasabo using banana-fibre.,basketry,banana-fibre,Gasabo,23481,ART-573,True
RW-BAS-0346,artisan papyrus woven bowl,Beautiful artisan papyrus basket handwoven by skilled artisans in Rubavu using papyrus.,basketry,papyrus,Rubavu,12210,ART-355,True
RW-APP-0347,artisan kitenge dress,Handmade artisan kitenge apparel made from Nyagatare by artisans in kitenge. Perfect for casual and formal wear.,apparel,kitenge,Nyagatare,9732,ART-995,True
RW-LEA-0348,traditional sheepskin leather belt,"Premium traditional sheepskin leather product, handcrafted in Kicukiro using traditional techniques.",leather,sheepskin,Kicukiro,35458,ART-177,True
RW-JEW-0349,handmade bone necklace,"Elegant handmade bone jewellery piece, handcrafted by Rubavu artisans from bone.",jewellery,bone,Rubavu,21304,ART-553,True
RW-LEA-0350,handmade genuine-leather leather shoes,"Premium handmade genuine-leather leather product, handcrafted in Musanze using traditional techniques.",leather,genuine-leather,Musanze,57008,ART-927,True
RW-HOM-0351,modern wood wall art,"Unique modern wood home decor item, handmade in Nyagatare with wood.",home-decor,wood,Nyagatare,38541,ART-982,True
RW-HOM-0352,traditional wood wall art,"Unique traditional wood home decor item, handmade in Huye with wood.",home-decor,wood,Huye,15176,ART-976,True
RW-BAS-0353,modern papyrus woven bowl,Beautiful modern papyrus basket handwoven by skilled artisans in Kicukiro using papyrus.,basketry,papyrus,Kicukiro,3593,ART-663,True
RW-APP-0354,handmade kitenge trousers,Handmade handmade kitenge apparel made from Huye by artisans in kitenge. Perfect for casual and formal wear.,apparel,kitenge,Huye,17682,ART-200,True
RW-APP-0355,premium polyester dress,Handmade premium polyester apparel made from Kicukiro by artisans in polyester. Perfect for casual and formal wear.,apparel,polyester,Kicukiro,10408,ART-151,True
RW-LEA-0356,premium cowhide leather wallet,"Premium premium cowhide leather product, handcrafted in Nyarugenge using traditional techniques.",leather,cowhide,Nyarugenge,38229,ART-767,True
RW-HOM-0357,handmade metal throw pillow,"Unique handmade metal home decor item, handmade in Rubavu with metal.",home-decor,metal,Rubavu,37442,ART-653,True
RW-HOM-0358,handmade wood vase,"Unique handmade wood home decor item, handmade in Rubavu with wood.",home-decor,wood,Rubavu,11081,ART-956,True
RW-BAS-0359,modern banana-fibre wall decoration,Beautiful modern banana-fibre basket handwoven by skilled artisans in Rubavu using banana-fibre.,basketry,banana-fibre,Rubavu,7381,ART-115,True
RW-JEW-0360,modern bone necklace,"Elegant modern bone jewellery piece, handcrafted by Kicukiro artisans from bone.",jewellery,bone,Kicukiro,28672,ART-195,True
RW-BAS-0361,traditional papyrus woven bowl,Beautiful traditional papyrus basket handwoven by skilled artisans in Gasabo using papyrus.,basketry,papyrus,Gasabo,4371,ART-871,True
RW-HOM-0362,handmade metal throw pillow,"Unique handmade metal home decor item, handmade in Gasabo with metal.",home-decor,metal,Gasabo,37635,ART-969,True
RW-HOM-0363,premium clay wall art,"Unique premium clay home decor item, handmade in Gisenyi with clay.",home-decor,clay,Gisenyi,27171,ART-342,True
RW-HOM-0364,traditional clay table mat,"Unique traditional clay home decor item, handmade in Gisenyi with clay.",home-decor,clay,Gisenyi,22105,ART-270,True
RW-BAS-0365,modern raffia basket,Beautiful modern raffia basket handwoven by skilled artisans in Kicukiro using raffia.,basketry,raffia,Kicukiro,7770,ART-516,True
RW-APP-0366,premium silk trousers,Handmade premium silk apparel made from Rusizi by artisans in silk. Perfect for casual and formal wear.,apparel,silk,Rusizi,22679,ART-597,True
RW-JEW-0367,premium silver anklet,"Elegant premium silver jewellery piece, handcrafted by Huye artisans from silver.",jewellery,silver,Huye,41030,ART-592,True
RW-HOM-0368,premium stone table mat,"Unique premium stone home decor item, handmade in Nyagatare with stone.",home-decor,stone,Nyagatare,21876,ART-318,True
RW-LEA-0369,premium genuine-leather leather belt,"Premium premium genuine-leather leather product, handcrafted in Huye using traditional techniques.",leather,genuine-leather,Huye,39940,ART-985,True
RW-JEW-0370,premium silver ring set,"Elegant premium silver jewellery piece, handcrafted by Nyamirambo artisans from silver.",jewellery,silver,Nyamirambo,19432,ART-510,True
RW-APP-0371,traditional linen apparel shirt,Handmade traditional linen apparel made from Nyamirambo by artisans in linen. Perfect for casual and formal wear.,apparel,linen,Nyamirambo,14170,ART-160,True
RW-JEW-0372,traditional brass anklet,"Elegant traditional brass jewellery piece, handcrafted by Gisenyi artisans from brass.",jewellery,brass,Gisenyi,14654,ART-268,True
RW-JEW-0373,modern silver ring set,"Elegant modern silver jewellery piece, handcrafted by Rusizi artisans from silver.",jewellery,silver,Rusizi,28678,ART-488,True
RW-HOM-0374,handmade metal throw pillow,"Unique handmade metal home decor item, handmade in Kicukiro with metal.",home-decor,metal,Kicukiro,32420,ART-102,True
RW-JEW-0375,modern bone ring set,"Elegant modern bone jewellery piece, handcrafted by Gisenyi artisans from bone.",jewellery,bone,Gisenyi,9676,ART-499,True
RW-BAS-0376,artisan sisal wall decoration,Beautiful artisan sisal basket handwoven by skilled artisans in Gisenyi using sisal.,basketry,sisal,Gisenyi,3847,ART-371,True
RW-HOM-0377,handmade wood table mat,"Unique handmade wood home decor item, handmade in Musanze with wood.",home-decor,wood,Musanze,19751,ART-902,True
RW-HOM-0378,handmade metal wall art,"Unique handmade metal home decor item, handmade in Nyarugenge with metal.",home-decor,metal,Nyarugenge,24698,ART-903,True
RW-BAS-0379,modern bamboo wall decoration,Beautiful modern bamboo basket handwoven by skilled artisans in Rusizi using bamboo.,basketry,bamboo,Rusizi,22372,ART-565,True
RW-LEA-0380,handmade sheepskin leather shoes,"Premium handmade sheepskin leather product, handcrafted in Nyagatare using traditional techniques.",leather,sheepskin,Nyagatare,32572,ART-392,True
RW-BAS-0381,premium sisal storage basket,Beautiful premium sisal basket handwoven by skilled artisans in Rusizi using sisal.,basketry,sisal,Rusizi,7726,ART-533,True
RW-HOM-0382,handmade stone throw pillow,"Unique handmade stone home decor item, handmade in Gasabo with stone.",home-decor,stone,Gasabo,39514,ART-813,True
RW-HOM-0383,handmade stone candle holder,"Unique handmade stone home decor item, handmade in Musanze with stone.",home-decor,stone,Musanze,29025,ART-848,True
RW-APP-0384,traditional silk dress,Handmade traditional silk apparel made from Nyamirambo by artisans in silk. Perfect for casual and formal wear.,apparel,silk,Nyamirambo,19452,ART-902,True
RW-JEW-0385,modern wood earrings,"Elegant modern wood jewellery piece, handcrafted by Gisenyi artisans from wood.",jewellery,wood,Gisenyi,45953,ART-669,True
RW-LEA-0386,artisan goatskin leather jacket,"Premium artisan goatskin leather product, handcrafted in Kicukiro using traditional techniques.",leather,goatskin,Kicukiro,22695,ART-777,True
RW-LEA-0387,artisan cowhide leather wallet,"Premium artisan cowhide leather product, handcrafted in Nyagatare using traditional techniques.",leather,cowhide,Nyagatare,60896,ART-835,True
RW-HOM-0388,traditional wood wall art,"Unique traditional wood home decor item, handmade in Gasabo with wood.",home-decor,wood,Gasabo,26777,ART-598,True
RW-BAS-0389,handmade banana-fibre gift basket,Beautiful handmade banana-fibre basket handwoven by skilled artisans in Rubavu using banana-fibre.,basketry,banana-fibre,Rubavu,16786,ART-258,True
RW-LEA-0390,traditional sheepskin leather belt,"Premium traditional sheepskin leather product, handcrafted in Rusizi using traditional techniques.",leather,sheepskin,Rusizi,17606,ART-294,True
RW-HOM-0391,traditional stone vase,"Unique traditional stone home decor item, handmade in Musanze with stone.",home-decor,stone,Musanze,23998,ART-403,True
RW-APP-0392,modern kitenge trousers,Handmade modern kitenge apparel made from Huye by artisans in kitenge. Perfect for casual and formal wear.,apparel,kitenge,Huye,7904,ART-322,True
RW-APP-0393,premium traditional kitenge robe,Handmade premium kitenge apparel made from Huye by artisans in kitenge. Perfect for casual and formal wear.,apparel,kitenge,Huye,17447,ART-159,True
RW-APP-0394,artisan traditional polyester robe,Handmade artisan polyester apparel made from Musanze by artisans in polyester. Perfect for casual and formal wear.,apparel,polyester,Musanze,31142,ART-693,True
RW-LEA-0395,premium cowhide leather bag,"Premium premium cowhide leather product, handcrafted in Huye using traditional techniques.",leather,cowhide,Huye,38688,ART-853,True
RW-BAS-0396,handmade bamboo gift basket,Beautiful handmade bamboo basket handwoven by skilled artisans in Nyamirambo using bamboo.,basketry,bamboo,Nyamirambo,24091,ART-655,True
RW-LEA-0397,premium sheepskin leather jacket,"Premium premium sheepskin leather product, handcrafted in Rusizi using traditional techniques.",leather,sheepskin,Rusizi,48935,ART-162,True
RW-APP-0398,handmade traditional silk robe,Handmade handmade silk apparel made from Nyamirambo by artisans in silk. Perfect for casual and formal wear.,apparel,silk,Nyamirambo,30124,ART-865,True
RW-LEA-0399,artisan cowhide leather bag,"Premium artisan cowhide leather product, handcrafted in Gasabo using traditional techniques.",leather,cowhide,Gasabo,75901,ART-421,True
RW-BAS-0400,premium bamboo gift basket,Beautiful premium bamboo basket handwoven by skilled artisans in Gasabo using bamboo.,basketry,bamboo,Gasabo,15483,ART-158,True
GN-JEW-0401,Amazon Basics cubic-zirconia ring set,Imported Amazon Basics cubic-zirconia jewellery from Ethiopia. Made with cubic-zirconia.,jewellery,cubic-zirconia,Ethiopia,4237,BRAND-151,False
GN-LEA-0402,Levi's synthetic-leather leather bag,Imported Levi's synthetic-leather leather product from Dubai. Made with synthetic-leather.,leather,synthetic-leather,Dubai,10720,BRAND-698,False
GN-APP-0403,Shein denim trousers,Imported Shein denim from China. Made with denim for everyday wear.,apparel,denim,China,3657,BRAND-588,False
GN-HOM-0404,Mango metal candle holder,Imported Mango metal home decor from India. Made with metal.,home-decor,metal,India,10579,BRAND-614,False
GN-JEW-0405,Forever 21 cubic-zirconia earrings,Imported Forever 21 cubic-zirconia jewellery from India. Made with cubic-zirconia.,jewellery,cubic-zirconia,India,5902,BRAND-973,False
GN-BAS-0406,H&M bamboo woven bowl,Imported H&M bamboo from Vietnam. Woven with bamboo.,basketry,bamboo,Vietnam,7802,BRAND-643,False
GN-JEW-0407,Adidas silver-plated bracelet,Imported Adidas silver-plated jewellery from Ethiopia. Made with silver-plated.,jewellery,silver-plated,Ethiopia,13213,BRAND-261,False
GN-LEA-0408,Zara cowhide leather shoes,Imported Zara cowhide leather product from India. Made with cowhide.,leather,cowhide,India,6795,BRAND-158,False
GN-BAS-0409,Adidas seagrass gift basket,Imported Adidas seagrass from Dubai. Woven with seagrass.,basketry,seagrass,Dubai,2355,BRAND-620,False
GN-JEW-0410,Nike plastic ring set,Imported Nike plastic jewellery from China. Made with plastic.,jewellery,plastic,China,4047,BRAND-182,False
GN-LEA-0411,H&M faux-leather leather belt,Imported H&M faux-leather leather product from Vietnam. Made with faux-leather.,leather,faux-leather,Vietnam,12670,BRAND-971,False
GN-HOM-0412,Amazon Basics metal wall art,Imported Amazon Basics metal home decor from Bangladesh. Made with metal.,home-decor,metal,Bangladesh,5127,BRAND-290,False
GN-LEA-0413,Amazon Basics faux-leather leather bag,Imported Amazon Basics faux-leather leather product from India. Made with faux-leather.,leather,faux-leather,India,7968,BRAND-170,False
GN-BAS-0414,H&M bamboo storage basket,Imported H&M bamboo from Uganda. Woven with bamboo.,basketry,bamboo,Uganda,4760,BRAND-709,False
GN-JEW-0415,Shein silver-plated anklet,Imported Shein silver-plated jewellery from Kenya. Made with silver-plated.,jewellery,silver-plated,Kenya,13219,BRAND-169,False
GN-HOM-0416,Zara metal vase,Imported Zara metal home decor from Nigeria. Made with metal.,home-decor,metal,Nigeria,6131,BRAND-791,False
GN-BAS-0417,Adidas rattan gift basket,Imported Adidas rattan from Kenya. Woven with rattan.,basketry,rattan,Kenya,5346,BRAND-982,False
GN-LEA-0418,Zara faux-leather leather belt,Imported Zara faux-leather leather product from Uganda. Made with faux-leather.,leather,faux-leather,Uganda,15809,BRAND-340,False
GN-JEW-0419,Mango plastic anklet,Imported Mango plastic jewellery from Uganda. Made with plastic.,jewellery,plastic,Uganda,4264,BRAND-513,False
GN-BAS-0420,Forever 21 plastic gift basket,Imported Forever 21 plastic from Bangladesh. Woven with plastic.,basketry,plastic,Bangladesh,6053,BRAND-222,False
GN-JEW-0421,Zara glass necklace,Imported Zara glass jewellery from Vietnam. Made with glass.,jewellery,glass,Vietnam,12688,BRAND-683,False
GN-BAS-0422,Amazon Basics seagrass gift basket,Imported Amazon Basics seagrass from Tanzania. Woven with seagrass.,basketry,seagrass,Tanzania,4557,BRAND-352,False
GN-LEA-0423,Adidas synthetic-leather leather belt,Imported Adidas synthetic-leather leather product from Vietnam. Made with synthetic-leather.,leather,synthetic-leather,Vietnam,15251,BRAND-692,False
GN-BAS-0424,Forever 21 plastic basket,Imported Forever 21 plastic from Vietnam. Woven with plastic.,basketry,plastic,Vietnam,5150,BRAND-708,False
GN-JEW-0425,Amazon Basics glass ring set,Imported Amazon Basics glass jewellery from Nigeria. Made with glass.,jewellery,glass,Nigeria,9772,BRAND-140,False
GN-BAS-0426,H&M bamboo storage basket,Imported H&M bamboo from Ethiopia. Woven with bamboo.,basketry,bamboo,Ethiopia,4328,BRAND-734,False
GN-HOM-0427,Mango ceramic table mat,Imported Mango ceramic home decor from Bangladesh. Made with ceramic.,home-decor,ceramic,Bangladesh,9728,BRAND-183,False
GN-BAS-0428,Zara seagrass gift basket,Imported Zara seagrass from Ethiopia. Woven with seagrass.,basketry,seagrass,Ethiopia,6993,BRAND-529,False
GN-LEA-0429,Mango cowhide leather shoes,Imported Mango cowhide leather product from Uganda. Made with cowhide.,leather,cowhide,Uganda,20560,BRAND-773,False
GN-HOM-0430,Levi's MDF wall art,Imported Levi's MDF home decor from Dubai. Made with MDF.,home-decor,MDF,Dubai,6825,BRAND-697,False
GN-LEA-0431,Forever 21 synthetic-leather leather belt,Imported Forever 21 synthetic-leather leather product from Tanzania. Made with synthetic-leather.,leather,synthetic-leather,Tanzania,14797,BRAND-678,False
GN-LEA-0432,Nike faux-leather leather wallet,Imported Nike faux-leather leather product from Tanzania. Made with faux-leather.,leather,faux-leather,Tanzania,7623,BRAND-635,False
GN-LEA-0433,Forever 21 synthetic-leather leather jacket,Imported Forever 21 synthetic-leather leather product from Nigeria. Made with synthetic-leather.,leather,synthetic-leather,Nigeria,9492,BRAND-423,False
GN-LEA-0434,Amazon Basics synthetic-leather leather jacket,Imported Amazon Basics synthetic-leather leather product from Tanzania. Made with synthetic-leather.,leather,synthetic-leather,Tanzania,24120,BRAND-367,False
GN-LEA-0435,H&M cowhide leather belt,Imported H&M cowhide leather product from India. Made with cowhide.,leather,cowhide,India,11561,BRAND-309,False
GN-HOM-0436,Zara ceramic table mat,Imported Zara ceramic home decor from Dubai. Made with ceramic.,home-decor,ceramic,Dubai,9373,BRAND-785,False
GN-JEW-0437,Adidas glass necklace,Imported Adidas glass jewellery from Uganda. Made with glass.,jewellery,glass,Uganda,12428,BRAND-833,False
GN-LEA-0438,Nike synthetic-leather leather shoes,Imported Nike synthetic-leather leather product from Kenya. Made with synthetic-leather.,leather,synthetic-leather,Kenya,7545,BRAND-421,False
GN-HOM-0439,Amazon Basics plastic candle holder,Imported Amazon Basics plastic home decor from Dubai. Made with plastic.,home-decor,plastic,Dubai,6805,BRAND-344,False
GN-JEW-0440,Zara glass bracelet,Imported Zara glass jewellery from Tanzania. Made with glass.,jewellery,glass,Tanzania,12595,BRAND-371,False
GN-BAS-0441,H&M rattan woven bowl,Imported H&M rattan from Bangladesh. Woven with rattan.,basketry,rattan,Bangladesh,3377,BRAND-505,False
GN-APP-0442,Nike nylon trousers,Imported Nike nylon from Kenya. Made with nylon for everyday wear.,apparel,nylon,Kenya,7096,BRAND-234,False
GN-HOM-0443,Nike plastic candle holder,Imported Nike plastic home decor from Dubai. Made with plastic.,home-decor,plastic,Dubai,4651,BRAND-787,False
GN-APP-0444,Forever 21 nylon jacket,Imported Forever 21 nylon from China. Made with nylon for everyday wear.,apparel,nylon,China,5938,BRAND-760,False
GN-HOM-0445,Forever 21 glass table mat,Imported Forever 21 glass home decor from Kenya. Made with glass.,home-decor,glass,Kenya,3531,BRAND-407,False
GN-BAS-0446,Amazon Basics seagrass storage basket,Imported Amazon Basics seagrass from Nigeria. Woven with seagrass.,basketry,seagrass,Nigeria,7070,BRAND-568,False
GN-BAS-0447,Shein rattan gift basket,Imported Shein rattan from Nigeria. Woven with rattan.,basketry,rattan,Nigeria,6826,BRAND-423,False
GN-JEW-0448,Forever 21 silver-plated anklet,Imported Forever 21 silver-plated jewellery from Uganda. Made with silver-plated.,jewellery,silver-plated,Uganda,3055,BRAND-869,False
GN-BAS-0449,Adidas rattan woven bowl,Imported Adidas rattan from Ethiopia. Woven with rattan.,basketry,rattan,Ethiopia,4443,BRAND-174,False
GN-BAS-0450,Mango seagrass gift basket,Imported Mango seagrass from Dubai. Woven with seagrass.,basketry,seagrass,Dubai,6856,BRAND-109,False
GN-JEW-0451,Forever 21 plastic ring set,Imported Forever 21 plastic jewellery from Kenya. Made with plastic.,jewellery,plastic,Kenya,2892,BRAND-569,False
GN-HOM-0452,Zara metal vase,Imported Zara metal home decor from Nigeria. Made with metal.,home-decor,metal,Nigeria,11009,BRAND-736,False
GN-APP-0453,H&M denim trousers,Imported H&M denim from Ethiopia. Made with denim for everyday wear.,apparel,denim,Ethiopia,12688,BRAND-676,False
GN-HOM-0454,Walmart MDF wall art,Imported Walmart MDF home decor from Ethiopia. Made with MDF.,home-decor,MDF,Ethiopia,8013,BRAND-202,False
GN-LEA-0455,Zara synthetic-leather leather bag,Imported Zara synthetic-leather leather product from India. Made with synthetic-leather.,leather,synthetic-leather,India,19934,BRAND-175,False
GN-HOM-0456,Amazon Basics glass vase,Imported Amazon Basics glass home decor from Dubai. Made with glass.,home-decor,glass,Dubai,10507,BRAND-650,False
GN-JEW-0457,Zara glass ring set,Imported Zara glass jewellery from India. Made with glass.,jewellery,glass,India,4933,BRAND-318,False
GN-LEA-0458,Forever 21 faux-leather leather wallet,Imported Forever 21 faux-leather leather product from Vietnam. Made with faux-leather.,leather,faux-leather,Vietnam,7801,BRAND-618,False
GN-HOM-0459,H&M glass candle holder,Imported H&M glass home decor from Bangladesh. Made with glass.,home-decor,glass,Bangladesh,11643,BRAND-371,False
GN-HOM-0460,Amazon Basics MDF table mat,Imported Amazon Basics MDF home decor from Tanzania. Made with MDF.,home-decor,MDF,Tanzania,6869,BRAND-235,False
GN-JEW-0461,Forever 21 glass anklet,Imported Forever 21 glass jewellery from Kenya. Made with glass.,jewellery,glass,Kenya,9907,BRAND-457,False
GN-LEA-0462,Shein faux-leather leather shoes,Imported Shein faux-leather leather product from Dubai. Made with faux-leather.,leather,faux-leather,Dubai,9261,BRAND-170,False
GN-BAS-0463,Walmart rattan basket,Imported Walmart rattan from Tanzania. Woven with rattan.,basketry,rattan,Tanzania,7180,BRAND-350,False
GN-LEA-0464,Forever 21 cowhide leather shoes,Imported Forever 21 cowhide leather product from Bangladesh. Made with cowhide.,leather,cowhide,Bangladesh,21198,BRAND-478,False
GN-APP-0465,Forever 21 cotton dress,Imported Forever 21 cotton from Uganda. Made with cotton for everyday wear.,apparel,cotton,Uganda,4031,BRAND-391,False
GN-APP-0466,Levi's polyester dress,Imported Levi's polyester from India. Made with polyester for everyday wear.,apparel,polyester,India,7330,BRAND-261,False
GN-JEW-0467,Mango silver-plated anklet,Imported Mango silver-plated jewellery from Bangladesh. Made with silver-plated.,jewellery,silver-plated,Bangladesh,11601,BRAND-548,False
GN-HOM-0468,Mango glass vase,Imported Mango glass home decor from India. Made with glass.,home-decor,glass,India,6630,BRAND-953,False
GN-APP-0469,Forever 21 acrylic jacket,Imported Forever 21 acrylic from Kenya. Made with acrylic for everyday wear.,apparel,acrylic,Kenya,3130,BRAND-656,False
GN-APP-0470,Zara nylon apparel shirt,Imported Zara nylon from Ethiopia. Made with nylon for everyday wear.,apparel,nylon,Ethiopia,4607,BRAND-820,False
GN-BAS-0471,H&M plastic gift basket,Imported H&M plastic from Ethiopia. Woven with plastic.,basketry,plastic,Ethiopia,2345,BRAND-409,False
GN-HOM-0472,Mango metal wall art,Imported Mango metal home decor from Tanzania. Made with metal.,home-decor,metal,Tanzania,5394,BRAND-726,False
GN-APP-0473,Zara cotton jacket,Imported Zara cotton from Kenya. Made with cotton for everyday wear.,apparel,cotton,Kenya,2306,BRAND-926,False
GN-BAS-0474,Adidas plastic storage basket,Imported Adidas plastic from Vietnam. Woven with plastic.,basketry,plastic,Vietnam,6926,BRAND-769,False
GN-LEA-0475,Zara synthetic-leather leather shoes,Imported Zara synthetic-leather leather product from China. Made with synthetic-leather.,leather,synthetic-leather,China,20732,BRAND-641,False
GN-JEW-0476,Nike gold-plated anklet,Imported Nike gold-plated jewellery from India. Made with gold-plated.,jewellery,gold-plated,India,13926,BRAND-108,False
GN-LEA-0477,H&M synthetic-leather leather bag,Imported H&M synthetic-leather leather product from Bangladesh. Made with synthetic-leather.,leather,synthetic-leather,Bangladesh,15460,BRAND-783,False
GN-HOM-0478,Amazon Basics MDF wall art,Imported Amazon Basics MDF home decor from Tanzania. Made with MDF.,home-decor,MDF,Tanzania,8570,BRAND-936,False
GN-JEW-0479,Forever 21 plastic ring set,Imported Forever 21 plastic jewellery from India. Made with plastic.,jewellery,plastic,India,4067,BRAND-667,False
GN-JEW-0480,Amazon Basics silver-plated necklace,Imported Amazon Basics silver-plated jewellery from Vietnam. Made with silver-plated.,jewellery,silver-plated,Vietnam,13396,BRAND-406,False
GN-HOM-0481,Shein plastic wall art,Imported Shein plastic home decor from Dubai. Made with plastic.,home-decor,plastic,Dubai,4451,BRAND-779,False
GN-LEA-0482,Walmart synthetic-leather leather wallet,Imported Walmart synthetic-leather leather product from Ethiopia. Made with synthetic-leather.,leather,synthetic-leather,Ethiopia,9766,BRAND-206,False
GN-JEW-0483,Levi's silver-plated bracelet,Imported Levi's silver-plated jewellery from Tanzania. Made with silver-plated.,jewellery,silver-plated,Tanzania,13150,BRAND-999,False
GN-JEW-0484,Forever 21 cubic-zirconia anklet,Imported Forever 21 cubic-zirconia jewellery from Vietnam. Made with cubic-zirconia.,jewellery,cubic-zirconia,Vietnam,5207,BRAND-237,False
GN-LEA-0485,Levi's synthetic-leather leather bag,Imported Levi's synthetic-leather leather product from Nigeria. Made with synthetic-leather.,leather,synthetic-leather,Nigeria,20934,BRAND-370,False
GN-JEW-0486,Amazon Basics cubic-zirconia ring set,Imported Amazon Basics cubic-zirconia jewellery from Ethiopia. Made with cubic-zirconia.,jewellery,cubic-zirconia,Ethiopia,11383,BRAND-218,False
GN-APP-0487,Nike cotton trousers,Imported Nike cotton from Vietnam. Made with cotton for everyday wear.,apparel,cotton,Vietnam,6622,BRAND-209,False
GN-BAS-0488,H&M bamboo storage basket,Imported H&M bamboo from China. Woven with bamboo.,basketry,bamboo,China,1656,BRAND-860,False
GN-JEW-0489,H&M plastic anklet,Imported H&M plastic jewellery from Bangladesh. Made with plastic.,jewellery,plastic,Bangladesh,8715,BRAND-666,False
GN-LEA-0490,Adidas faux-leather leather shoes,Imported Adidas faux-leather leather product from Nigeria. Made with faux-leather.,leather,faux-leather,Nigeria,22670,BRAND-259,False
GN-LEA-0491,Nike synthetic-leather leather shoes,Imported Nike synthetic-leather leather product from Dubai. Made with synthetic-leather.,leather,synthetic-leather,Dubai,9707,BRAND-378,False
GN-JEW-0492,Walmart cubic-zirconia earrings,Imported Walmart cubic-zirconia jewellery from Vietnam. Made with cubic-zirconia.,jewellery,cubic-zirconia,Vietnam,2317,BRAND-388,False
GN-HOM-0493,Levi's MDF candle holder,Imported Levi's MDF home decor from Dubai. Made with MDF.,home-decor,MDF,Dubai,8448,BRAND-719,False
GN-APP-0494,Shein cotton jacket,Imported Shein cotton from Ethiopia. Made with cotton for everyday wear.,apparel,cotton,Ethiopia,13246,BRAND-315,False
GN-HOM-0495,Walmart glass vase,Imported Walmart glass home decor from Uganda. Made with glass.,home-decor,glass,Uganda,10805,BRAND-834,False
GN-JEW-0496,Levi's gold-plated bracelet,Imported Levi's gold-plated jewellery from Tanzania. Made with gold-plated.,jewellery,gold-plated,Tanzania,13265,BRAND-451,False
GN-JEW-0497,H&M gold-plated earrings,Imported H&M gold-plated jewellery from Bangladesh. Made with gold-plated.,jewellery,gold-plated,Bangladesh,9119,BRAND-308,False
GN-JEW-0498,Forever 21 gold-plated earrings,Imported Forever 21 gold-plated jewellery from Dubai. Made with gold-plated.,jewellery,gold-plated,Dubai,4999,BRAND-803,False
GN-LEA-0499,Forever 21 cowhide leather shoes,Imported Forever 21 cowhide leather product from Vietnam. Made with cowhide.,leather,cowhide,Vietnam,7158,BRAND-749,False
GN-JEW-0500,Zara silver-plated necklace,Imported Zara silver-plated jewellery from Vietnam. Made with silver-plated.,jewellery,silver-plated,Vietnam,8189,BRAND-973,False
